video,species,maxn,minutes,file,time_in_file,viewer
20190115_EE03_B5,Serranus pulcher,5,0.566666667,GOPR5850,00:07:39,Liliana Colman
20190115_EE03_B5,Gobiidae,1,0.983333333,GOPR5850,00:08:04,Liliana Colman
20190115_EE03_B5,Gobiidae,2,2.2,GP015850,00:00:25,Liliana Colman
20190115_EE03_B5,Coris atlantica,1,6.516666667,GP015850,00:04:44,Liliana Colman
20190115_EE03_B5,Coris atlantica,2,6.516666667,GP015850,00:04:44,Liliana Colman
20190115_EE03_B5,Coris atlantica,5,10.53333333,GP015850,00:08:45,Liliana Colman
20190115_EE03_B5,Acanthurus monroviae,3,14.18333333,GP025850,00:03:32,Liliana Colman
20190115_EE03_B5,Serranus pulcher,7,16.06666667,GP025850,00:05:25,Liliana Colman
20190115_EE03_B5,Bothus sp.,1,17.76666667,GP025850,00:07:07,Liliana Colman
20190115_EE03_B5,Bothus sp.,2,20,GP035850,00:00:29,Liliana Colman
20190115_EE03_B5,Carangoides bartholomaei,3,28.8,GP045850,00:00:25,Liliana Colman
20190115_EE03_B5,Balistes punctatus,1,38.25,GP055850,00:01:00,Liliana Colman
20190115_EE03_B5,Balistes punctatus,2,38.93333333,GP055850,00:01:41,Liliana Colman
20190115_EE03_B5,Balistes punctatus,3,40.38333333,GP055850,00:03:08,Liliana Colman
20190115_EE03_B5,Cantherhines pullus,1,52.2,GP065850,00:06:05,Liliana Colman
20190115_EE03_B5,Canthigaster supramacula,1,53.26666667,GP065850,00:07:09,Liliana Colman
20190115_EE03_B5,Lethrinus atlanticus,2,60.8,GP075850,00:05:49,Liliana Colman
20190115_EE03_B5,Myrichthys pardalis,1,63.86666667,GP085850,00:00:01,Liliana Colman
20190115_EE03_B5,Lutjanus fulgens,1,64.78333333,GP085850,00:00:56,Liliana Colman
20190115_EE03_B5,Lutjanus fulgens,3,73.58333333,GP095850,00:00:52,Liliana Colman
20190115_EE04_A10,Trachinus lineolatus,1,12.36666667,GP010046,00:03:03,Liliana Colman
20190115_EE04_A10,Dactylopterus volitans,1,15.88333333,GP010046,00:06:34,Liliana Colman
20190115_EE04_A10,Gobiidae,1,27.36666667,GP020046,00:00:22,Liliana Colman
20190115_EE04_A10,Bothus sp.,1,38.45,GP020046,00:11:27,Liliana Colman
20190115_EE04_A10,Dactylopterus volitans,3,51.48333333,GP030046,00:06:48,Liliana Colman
20190115_EE04_A10,Acanthostracion notacanthus,1,51.93333333,GP030046,00:07:15,Liliana Colman
20190115_EE04_A10,Bothus sp.,2,54.36666667,GP030046,00:09:41,Liliana Colman
20190115_EE04_A10,Caranx hippos,1,57.43333333,GP030046,00:12:45,Liliana Colman
20190115_EE04_A10,Sphoeroides marmoratus,1,59.25,GP030046,00:14:34,Liliana Colman
20190115_EE04_A10,Dactylopterus volitans,4,60.3,GP030046,00:15:37,Liliana Colman
20190115_EE05-2_C3,Muraena melanotis,2,0,GOPR0299,00:07:49,Liliana Colman
20190115_EE05-2_C3,Myripristis jacobus,6,0,GOPR0299,00:07:50,Liliana Colman
20190115_EE05-2_C3,Canthigaster supramacula,1,0,GOPR0299,00:07:49,Liliana Colman
20190115_EE05-2_C3,Enchelycore nigricans,1,0,GOPR0299,00:12:38,Liliana Colman
20190115_EE05-2_C3,Cephalopholis nigri,2,0,GOPR0299,00:08:33,Liliana Colman
20190115_EE05-2_C3,Abudefduf hoefleri,3,0,GOPR0299,00:11:38,Liliana Colman
20190115_EE05-2_C3,Canthigaster supramacula,2,0.066666667,GOPR0299,00:07:52,Liliana Colman
20190115_EE05-2_C3,Thalassoma newtoni,1,3.85,GOPR0299,00:11:41,Liliana Colman
20190115_EE05-2_C3,Holacanthus africanus,1,4.65,GOPR0299,00:12:29,Liliana Colman
20190115_EE05-2_C3,Muraena melanotis,3,5.216666667,GOPR0299,00:12:26,Liliana Colman
20190115_EE05-2_C3,NA1,2,5.4,GOPR0299,00:13:14,Liliana Colman
20190115_EE05-2_C3,Paranthias furcifer,65,5.766666667,GOPR0299,00:13:36,Liliana Colman
20190115_EE05-2_C3,Cantherhines pullus,1,5.766666667,GP020299,00:11:25,Liliana Colman
20190115_EE05-2_C3,Canthigaster supramacula,3,5.816666667,GOPR0299,00:13:39,Liliana Colman
20190115_EE05-2_C3,Rypticus saponaceus,1,5.866666667,GOPR0299,00:13:42,Liliana Colman
20190115_EE05-2_C3,Negaprion brevirostris,1,6.066666667,GOPR0299,00:13:54,Liliana Colman
20190115_EE05-2_C3,Holocentrus adscensionis,1,6.033333333,GOPR0299,00:13:52,Liliana Colman
20190115_EE05-2_C3,Echeneis naucrates,1,6.166666667,GOPR0299,00:14:00,Liliana Colman
20190115_EE05-2_C3,Bodianus speciosus,1,6.683333333,GOPR0299,00:14:29,Liliana Colman
20190115_EE05-2_C3,NA2,1,9.45,GOPR0299,00:17:17,Liliana Colman
20190115_EE05-2_C3,Acanthurus monroviae,1,9.316666667,GOPR0299,00:17:16,Liliana Colman
20190115_EE05-2_C3,Paranthias furcifer,84,12.18333333,GP010299,00:02:20,Liliana Colman
20190115_EE05-2_C3,Enchelycore nigricans,2,13.86666667,GP010299,00:04:01,Liliana Colman
20190115_EE05-2_C3,Lutjanus agennes,1,14.16666667,GP010299,00:04:19,Liliana Colman
20190115_EE05-2_C3,Echeneis naucrates,2,14.83333333,GP010299,00:04:59,Liliana Colman
20190115_EE05-2_C3,NA3,1,14.86666667,GP010299,00:05:01,Liliana Colman
20190115_EE05-2_C3,Paranthias furcifer,146,14.91666667,GP010299,00:05:04,Liliana Colman
20190115_EE05-2_C3,Carangoides bartholomaei,4,14.98333333,GP010299,00:05:05,Liliana Colman
20190115_EE05-2_C3,Thalassoma newtoni,1,20.81666667,GOPR0299,00:11:41,Liliana Colman
20190115_EE05-2_C3,Lutjanus fulgens,3,27.9,GP020299,00:00:25,Liliana Colman
20190115_EE05-2_C3,Bodianus speciosus,2,31.15,GP020299,00:03:38,Liliana Colman
20190115_EE05-2_C3,Negaprion brevirostris,2,31.78333333,GP020299,00:04:20,Liliana Colman
20190115_EE05-2_C3,Echeneis naucrates,4,31.93333333,GP020299,00:04:20,Liliana Colman
20190115_EE05-2_C3,Bodianus speciosus,3,31.15,GP020299,00:05:22,Liliana Colman
20190115_EE05-2_C3,Mullus surmuletus,2,35.33333333,GP020299,00:07:48,Liliana Colman
20190115_EE05-2_C3,NA4,1,37.26666667,GP020299,00:09:44,Liliana Colman
20190115_EE05-2_C3,Bodianus speciosus,4,38.85,GP020299,00:11:19,Liliana Colman
20190115_EE05-2_C3,Cirrhitus atlanticus,1,38.91666667,GP020299,00:11:23,Liliana Colman
20190115_EE05-2_C3,Cantherhines pullus,1,38.95,GP020299,00:11:25,Liliana Colman
20190115_EE05-2_C3,Epinephelus adscensionis,1,45.86666667,GP030299,00:16:44,Liliana Colman
20190115_EE05-2_C3,Thalassoma newtoni,1,51.7,GOPR0299,00:11:41,Liliana Colman
20190115_EE05-2_C3,NA5,1,57.2,GP030299,00:11:59,Liliana Colman
20190115_EE05-2_C3,Aulostomus strigosus,1,60.55,GP030299,00:15:20,Liliana Colman
20190115_EE05-2_C3,Epinephelus adscensionis,1,61.76666667,GP030299,00:16:44,Liliana Colman
20190115_EE05-2_C3,Sardinella sp.,15,63.58333333,GP040299,00:00:41,Liliana Colman
20190115_EE05-2_C3,Sparisoma choati,1,64.55,GP040299,00:02:15,Liliana Colman
20190115_EE05-2_C3,Canthigaster supramacula,3,64.73333333,GOPR0299,00:13:39,Liliana Colman
20190115_EE05-2_C3,NA6,200,73.98333333,GP040299,00:11:05,Liliana Colman
20190115_EE06_D8,Caranx crysos,2,0,GOPR0049,00:07:00,Liliana Colman
20190115_EE06_D8,Acanthostracion notacanthus,1,0.633333333,GOPR0049,00:07:38,Liliana Colman
20190115_EE06_D8,NA1,1,20.48333333,GP010049,00:09:47,Liliana Colman
20190115_EE06_D8,Acanthostracion notacanthus,2,46.05,GP020049,00:17:39,Liliana Colman
20190115_EE06_D8,Dactylopterus volitans,1,61.93333333,GP030049,00:15:50,Liliana Colman
20190115_EE06_D8,NA2,1,72.08333333,GP040049,00:08:17,Liliana Colman
20190115_EE06_D8,Dactylopterus volitans,2,85.4,GP050049,00:03:54,Liliana Colman
20190115_EE09_E1,Serranus pulcher,2,0,GOPR0094,00:08:10,Liliana Colman
20190115_EE09_E1,Sphoeroides marmoratus,1,1.95,GP010094,00:01:15,Liliana Colman
20190115_EE09_E1,Serranus pulcher,3,5.283333333,GP010094,00:04:35,Liliana Colman
20190115_EE09_E1,Serranus pulcher,4,5.5,GP010094,00:04:48,Liliana Colman
20190115_EE09_E1,Stephanolepis hispidus,1,6.5,GP010094,00:05:48,Liliana Colman
20190115_EE09_E1,Gobiidae,1,6.8,GP010094,00:06:06,Liliana Colman
20190115_EE09_E1,NA1,1,14.96666667,GP020094,00:05:24,Liliana Colman
20190115_EE09_E1,Dactylopterus volitans,1,18.06666667,GP020094,00:08:30,Liliana Colman
20190115_EE09_E1,NA2,1,21.81666667,GP030094,00:03:23,Liliana Colman
20190115_EE09_E1,Balistes capriscus,2,42.85,GP050094,00:06:41,Liliana Colman
20190115_EE09_E1,Acanthostracion notacanthus,1,50.38333333,GP060094,00:04:42,Liliana Colman
20190115_EE09_E1,NA3,3,65.05,GP080094,00:01:38,Liliana Colman
20190115_EE09_E1,NA3,9,65.51666667,GP080094,00:02:06,Liliana Colman
20190115_SE01_D8,Cephalopholis taeniops,1,0,GOPR0048,00:08:35,Liliana Colman
20190115_SE01_D8,Cephalopholis nigri,5,0,GOPR0048,00:08:35,Liliana Colman
20190115_SE01_D8,Canthigaster supramacula,1,0,GOPR0048,00:08:35,Liliana Colman
20190115_SE01_D8,NA1,1,0.466666667,GOPR0048,00:09:03,Liliana Colman
20190115_SE01_D8,NA2,1,0.466666667,GOPR0048,00:09:03,Liliana Colman
20190115_SE01_D8,NA3,3,0.783333333,GOPR0048,00:09:22,Liliana Colman
20190115_SE01_D8,Abudefduf hoefleri,1,1.266666667,GOPR0048,00:09:51,Liliana Colman
20190115_SE01_D8,Bodianus speciosus,1,1.816666667,GOPR0048,00:10:24,Liliana Colman
20190115_SE01_D8,Cephalopholis taeniops,2,1.966666667,GOPR0048,00:10:33,Liliana Colman
20190115_SE01_D8,Cephalopholis taeniops,3,2.166666667,GOPR0048,00:10:45,Liliana Colman
20190115_SE01_D8,NA4,2,3.683333333,GOPR0048,00:12:16,Liliana Colman
20190115_SE01_D8,Thalassoma newtoni,1,4.183333333,GOPR0048,00:12:46,Liliana Colman
20190115_SE01_D8,Paranthias furcifer,1,4.716666667,GOPR0048,00:13:18,Liliana Colman
20190115_SE01_D8,NA5,1,5.55,GOPR0048,00:14:08,Liliana Colman
20190115_SE01_D8,Sparisoma choati,1,5.966666667,GOPR0048,00:14:33,Liliana Colman
20190115_SE01_D8,Coris atlantica,2,8.25,GOPR0048,00:16:50,Liliana Colman
20190115_SE01_D8,Mulloidichthys martinicus,1,8.25,GOPR0048,00:16:50,Liliana Colman
20190115_SE01_D8,Scarus hoefleri,1,8.483333333,GOPR0048,00:17:04,Liliana Colman
20190115_SE01_D8,Scarus hoefleri,2,8.816666667,GOPR0048,00:17:24,Liliana Colman
20190115_SE01_D8,Thalassoma newtoni,2,9.05,GOPR0048,00:17:38,Liliana Colman
20190115_SE01_D8,Carangoides bartholomaei,1,9.183333333,GP010048,00:00:04,Liliana Colman
20190115_SE01_D8,Kyphosus sectatrix,1,9.183333333,GP010048,00:00:04,Liliana Colman
20190115_SE01_D8,Elagatis bipinnulata,1,9.466666667,GP010048,00:00:21,Liliana Colman
20190115_SE01_D8,Cantherhines pullus,1,9.616666667,GP010048,00:00:30,Liliana Colman
20190115_SE01_D8,Sparisoma choati,2,10.75,GP010048,00:01:38,Liliana Colman
20190115_SE01_D8,Myripristis jacobus,1,11.66666667,GP010048,00:02:33,Liliana Colman
20190115_SE01_D8,Lethrinus atlanticus,1,11.9,GP010048,00:02:47,Liliana Colman
20190115_SE01_D8,Acanthurus monroviae,1,14.06666667,GP010048,00:04:57,Liliana Colman
20190115_SE01_D8,Enchelycore nigricans,1,16.48333333,GP010048,00:07:22,Liliana Colman
20190115_SE01_D8,Cirrhitus atlanticus,1,16.53333333,GP010048,00:07:25,Liliana Colman
20190115_SE01_D8,Carangoides bartholomaei,1,17.75,GP010048,00:00:04,Liliana Colman
20190115_SE01_D8,Lethrinus atlanticus,2,22.5,GP010048,00:13:23,Liliana Colman
20190115_SE01_D8,Holacanthus africanus,1,30.15,GP020048,00:03:20,Liliana Colman
20190115_SE01_D8,NA6,1,30.81666667,GP020048,00:04:00,Liliana Colman
20190115_SE01_D8,Lutjanus agennes,1,41.21666667,GP020048,00:14:24,Liliana Colman
20190115_SE01_D8,Mulloidichthys martinicus,2,46.91666667,GP030048,00:02:24,Liliana Colman
20190115_SE01_D8,Mulloidichthys martinicus,3,47.05,GP030048,00:02:32,Liliana Colman
20190115_SE01_D8,Mulloidichthys martinicus,4,47.8,GP030048,00:03:17,Liliana Colman
20190115_SE01_D8,NA7,1,50.38333333,GP030048,00:05:52,Liliana Colman
20190115_SE01_D8,Prionurus biafraensis,1,57.55,GP030048,00:13:02,Liliana Colman
20190115_SE01_D8,Scarus hoefleri,3,62.83333333,GP040048,00:00:37,Liliana Colman
20190115_SE01_D8,Acanthurus monroviae,3,68.03333333,GP040048,00:05:49,Liliana Colman
20190201_SE02_D1,Hypanus rudis,1,10.13333333,GP010051,00:00:46,Liliana Colman
20190201_SE02_D1,Carangoides bartholomaei,2,18.76666667,GP010051,00:09:24,Liliana Colman
20190201_SE02_D1,Lutjanus fulgens,1,33.65,GP020051,00:06:35,Liliana Colman
20190201_SE02_D1,Caranx fischeri,1,50.08333333,GP030051,00:05:19,Liliana Colman
20190201_SE02_D1,Sphyraena barracuda,1,59.01666667,GP030051,00:14:15,Liliana Colman
20190201_SE02_D1,Caranx crysos,1,76.31666667,GP040051,00:13:51,Liliana Colman
20190201_SE02_D1,Bothus sp.,1,79.91666667,GP040051,00:17:27,Liliana Colman
20190201_SE03_C5,Serranus pulcher,3,0,GOPR0301,00:07:20,Liliana Colman
20190201_SE03_C5,Serranus pulcher,4,2.133333333,GOPR0301,00:09:28,Liliana Colman
20190201_SE03_C5,Bothus sp.,1,2.55,GOPR0301,00:09:53,Liliana Colman
20190201_SE03_C5,Serranus pulcher,5,3.45,GOPR0301,00:10:47,Liliana Colman
20190201_SE03_C5,Caranx crysos,1,4.216666667,GOPR0301,00:11:33,Liliana Colman
20190201_SE03_C5,Carangoides bartholomaei,1,5.066666667,GOPR0301,00:12:24,Liliana Colman
20190201_SE03_C5,Caranx fischeri,1,6,GOPR0301,00:13:20,Liliana Colman
20190201_SE03_C5,Bothus sp.,2,8.616666667,GOPR0301,00:15:57,Liliana Colman
20190201_SE03_C5,Xyrichtys novacula,1,27.41666667,GP010301,00:17:04,Liliana Colman
20190201_SE03_C5,Carangoides bartholomaei,2,31.03333333,GP020301,00:03:00,Liliana Colman
20190201_SE03_C5,Serranus pulcher,6,31.7,GP020301,00:03:40,Liliana Colman
20190201_SE03_C5,Serranus pulcher,7,39.85,GP020301,00:11:49,Liliana Colman
20190201_SE03_C5,Gobiidae,2,48.58333333,GP030301,00:02:52,Liliana Colman
20190201_SE03_C5,Carangoides bartholomaei,5,64.81666667,GP040301,00:01:25,Liliana Colman
20190201_SE03_C5,Lutjanus endecacanthus,1,77.2,GP040301,00:13:48,Liliana Colman
20190201_SE03_C5,Lutjanus endecacanthus,2,77.31666667,GP040301,00:13:55,Liliana Colman
20190201_SE04_C5,Serranus pulcher,17,0,GOPR0300,00:08:00,Liliana Colman
20190201_SE04_C5,Caranx crysos,1,0.733333333,GOPR0300,00:08:44,Liliana Colman
20190201_SE04_C5,Xyrichtys novacula,1,0.833333333,GOPR0300,00:08:50,Liliana Colman
20190201_SE04_C5,Serranus pulcher,28,2.35,GOPR0300,00:10:21,Liliana Colman
20190201_SE04_C5,Xyrichtys novacula,2,7.283333333,GOPR0300,00:15:17,Liliana Colman
20190201_SE04_C5,Chelonia mydas,1,10.8,GP010300,00:01:07,Liliana Colman
20190201_SE04_C5,Xyrichtys novacula,3,11.51666667,GP010300,00:01:50,Liliana Colman
20190201_SE04_C5,Dactylopterus volitans,1,11.63333333,GP010300,00:01:57,Liliana Colman
20190201_SE04_C5,Lethrinus atlanticus,1,25.63333333,GP010300,00:15:57,Liliana Colman
20190201_SE04_C5,Sphyraena barracuda,1,33.36666667,GP020300,00:06:00,Liliana Colman
20190201_SE04_C5,Lethrinus atlanticus,2,48.58333333,GP030300,00:03:32,Liliana Colman
20190201_SE04_C5,Dactylopterus volitans,2,48.93333333,GP030300,00:03:53,Liliana Colman
20190201_SE04_C5,NA1,1,51.18333333,GP030300,00:06:08,Liliana Colman
20190201_SE04_C5,Pagrus caeruleostictus,3,51.5,GP030300,00:06:27,Liliana Colman
20190201_SE04_C5,Balistes punctatus,1,54.4,GP030300,00:09:21,Liliana Colman
20190201_SE04_C5,Serranus pulcher,40,49.21666667,GP030300,00:04:10,Liliana Colman
20190201_SE05_B8,Carangoides bartholomaei,2,2.766666667,GP015851,00:02:51,Liliana Colman
20190201_SE05_B8,Caranx crysos,1,7.233333333,GP015851,00:07:19,Liliana Colman
20190201_SE05_B8,Acanthostracion notacanthus,1,12.66666667,GP025851,00:00:56,Liliana Colman
20190201_SE05_B8,Caranx crysos,2,20,GP025851,00:08:16,Liliana Colman
20190201_SE05_B8,Sphyraena barracuda,1,46.61666667,GP045851,00:11:15,Liliana Colman
20190201_SE05_B8,Decapterus macarellus,150,46.61666667,GP045851,00:11:15,Liliana Colman
20190201_SE06_E3,NA1,1,0.983333333,GP010096,00:00:47,Liliana Colman
20190201_SE06_E3,Bothus sp.,1,4.033333333,GP010096,00:03:50,Liliana Colman
20190201_SE06_E3,Gobiidae,1,23.18333333,GP030096,00:05:15,Liliana Colman
20190201_SE06_E3,Xyrichtys novacula,1,43.73333333,GP050096,00:08:04,Liliana Colman
20190201_SE06_E3,Bothus sp.,2,47.08333333,GP060096,00:02:33,Liliana Colman
20190201_SE06_E3,Acanthostracion notacanthus,1,61.16666667,GP070096,00:07:46,Liliana Colman
20190201_SE06_E3,Bothus sp.,3,72.76666667,GP090096,00:01:38,Liliana Colman
20190201_SE07_A10,Cephalopholis nigri,1,0,GOPR0047,00:10:00,Liliana Colman
20190201_SE07_A10,Cephalopholis nigri,2,0.083333333,GOPR0047,00:10:05,Liliana Colman
20190201_SE07_A10,Bodianus speciosus,1,1.2,GOPR0047,00:11:12,Liliana Colman
20190201_SE07_A10,Caranx crysos,1,2.5,GOPR0047,00:12:30,Liliana Colman
20190201_SE07_A10,Cantherhines pullus,1,3.333333333,GOPR0047,00:13:20,Liliana Colman
20190201_SE07_A10,NA1,2,4.183333333,GOPR0047,00:14:11,Liliana Colman
20190201_SE07_A10,Acanthurus monroviae,2,4.983333333,GOPR0047,00:14:59,Liliana Colman
20190201_SE07_A10,Thalassoma newtoni,1,5.083333333,GOPR0047,00:15:05,Liliana Colman
20190201_SE07_A10,Rypticus saponaceus,1,5.166666667,GOPR0047,00:15:10,Liliana Colman
20190201_SE07_A10,Balistes punctatus,1,6.65,GOPR0047,00:16:39,Liliana Colman
20190201_SE07_A10,Acanthurus monroviae,3,7.066666667,GOPR0047,00:17:04,Liliana Colman
20190201_SE07_A10,Canthigaster supramacula,1,10.5,GP010047,00:02:49,Liliana Colman
20190201_SE07_A10,Lethrinus atlanticus,1,22.26666667,GP010047,00:14:35,Liliana Colman
20190201_SE07_A10,NA2,2,23.18333333,GP010047,00:15:30,Liliana Colman
20190201_SE07_A10,Acanthurus monroviae,4,38.2,GP020047,00:12:50,Liliana Colman
20190201_SE07_A10,Chaetodon robustus,2,41.23333333,GP020047,00:15:52,Liliana Colman
20190201_SE07_A10,Acanthurus monroviae,6,43.68333333,GP030047,00:00:38,Liliana Colman
20190201_SE07_A10,NA3,1,53.06666667,GP030047,00:10:01,Liliana Colman
20190201_SE07_A10,Carangoides bartholomaei,2,56.28333333,GP030047,00:13:14,Liliana Colman
20190201_SE07_A10,Gymnothorax afer,1,56.95,GP030047,00:13:54,Liliana Colman
20190201_SE07_A10,Bodianus speciosus,2,57.76666667,GP030047,00:14:43,Liliana Colman
20190201_SE07_A10,Coris atlantica,3,57.73333333,GP030047,00:14:41,Liliana Colman
20190115_SE08_B5,Xyrichtys novacula,2,0,GOPR5849,00:07:50,Liliana Colman
20190115_SE08_B5,Lethrinus atlanticus,1,2.383333333,GP015849,00:01:21,Liliana Colman
20190115_SE08_B5,Cantherhines pullus,1,31.03333333,GP045849,00:03:24,Liliana Colman
20190115_SE08_B5,Bothus sp.,1,35.93333333,GP045849,00:08:18,Liliana Colman
20190115_SE08_B5,Selachimorpha,1,40.5,GP055849,00:04:00,Liliana Colman
20190115_SE08_B5,Cantherhines pullus,2,62.23333333,GP075849,00:08:00,Liliana Colman
20190115_SE08_B5,Caranx crysos,1,77.86666667,GP095849,00:05:54,Liliana Colman
20190115_SE10_A10,NA1,1,7.333333333,GOPR0045,00:15:33,Liliana Colman
20190115_SE10_A10,Rypticus saponaceus,1,32.3,GP020045,00:05:09,Liliana Colman
20190115_SE10_A10,Carangoides bartholomaei,1,59.76666667,GP030045,00:14:56,Liliana Colman
20190115_SE10_A10,Xyrichtys novacula,1,76.05,GP040045,00:13:32,Liliana Colman
20190201_SO05_D1,Serranus pulcher,7,0,GOPR0050,00:07:50,Liliana Colman
20190201_SO05_D1,NA1,1,0.65,GOPR0050,00:08:29,Liliana Colman
20190201_SO05_D1,Serranus pulcher,9,11.33333333,GP010050,00:01:29,Liliana Colman
20190201_SO05_D1,NA1,1,12.43333333,GOPR0050,00:08:29,Liliana Colman
20190201_SO05_D1,Mullus surmuletus,3,14.21666667,GP010050,00:04:22,Liliana Colman
20190201_SO05_D1,Caranx crysos,1,19.66666667,GP010050,00:09:49,Liliana Colman
20190201_SO05_D1,Carangoides bartholomaei,1,28.01666667,GP020050,00:00:29,Liliana Colman
20190201_SO05_D1,Carangoides bartholomaei,2,28.26666667,GP020050,00:00:44,Liliana Colman
20190201_SO05_D1,Sphyraena barracuda,1,68.73333333,GP040050,00:05:50,Liliana Colman
20190201_SO05_D1,Decapterus macarellus,36,68.78333333,GP040050,00:05:53,Liliana Colman
20190201_SO11_E3,Coris atlantica,1,0,GP010095,00:06:45,Liliana Colman
20190201_SO11_E3,Cephalopholis sp.,1,0,GP010095,00:06:45,Liliana Colman
20190201_SO11_E3,Lutjanus fulgens,1,0.083333333,GP010095,00:06:50,Liliana Colman
20190201_SO11_E3,Paranthias furcifer,1,0.083333333,GP010095,00:06:50,Liliana Colman
20190201_SO11_E3,Lethrinus atlanticus,1,0.083333333,GP010095,00:06:50,Liliana Colman
20190201_SO11_E3,Coris atlantica,2,0.166666667,GP010095,00:06:55,Liliana Colman
20190201_SO11_E3,Bodianus speciosus,1,0.466666667,GP010095,00:07:13,Liliana Colman
20190201_SO11_E3,Lethrinus atlanticus,2,0.533333333,GP010095,00:07:17,Liliana Colman
20190201_SO11_E3,Thalassoma newtoni,1,0.65,GP010095,00:07:24,Liliana Colman
20190201_SO11_E3,Coris atlantica,3,2.716666667,GP020095,00:00:36,Liliana Colman
20190201_SO11_E3,Coris atlantica,4,3.333333333,GP020095,00:01:13,Liliana Colman
20190201_SO11_E3,Coris atlantica,6,3.55,GP020095,00:01:26,Liliana Colman
20190201_SO11_E3,Elagatis bipinnulata,2,4.466666667,GP020095,00:02:21,Liliana Colman
20190201_SO11_E3,Lethrinus atlanticus,3,6,GP020095,00:03:53,Liliana Colman
20190201_SO11_E3,Holocentrus adscensionis,1,7.05,GP020095,00:04:56,Liliana Colman
20190201_SO11_E3,Mullus surmuletus,1,7.15,GP020095,00:05:02,Liliana Colman
20190201_SO11_E3,Acanthurus monroviae,1,8.316666667,GP020095,00:06:12,Liliana Colman
20190201_SO11_E3,Balistes punctatus,1,9,GP020095,00:06:53,Liliana Colman
20190201_SO11_E3,Cantherhines pullus,2,10.18333333,GP020095,00:08:04,Liliana Colman
20190201_SO11_E3,Lethrinus atlanticus,4,10.26666667,GP020095,00:08:09,Liliana Colman
20190201_SO11_E3,Mulloidichthys martinicus,1,11.96666667,GP030095,00:00:59,Liliana Colman
20190201_SO11_E3,NA1,3,16.58333333,GP030095,00:05:36,Liliana Colman
20190201_SO11_E3,Coris atlantica,7,23.13333333,GP040095,00:03:17,Liliana Colman
20190201_SO11_E3,Carangoides bartholomaei,1,23.68333333,GP040095,00:03:50,Liliana Colman
20190201_SO11_E3,Rypticus saponaceus,1,25.75,GP040095,00:05:54,Liliana Colman
20190201_SO11_E3,Caranx lugubris,1,26.63333333,GP040095,00:06:47,Liliana Colman
20190201_SO11_E3,Cantherhines pullus,1,27.61666667,GP040095,00:07:46,Liliana Colman
20190201_SO11_E3,Pseudupeneus prayensis,1,28.16666667,GP040095,00:08:19,Liliana Colman
20190201_SO11_E3,Cirrhitus atlanticus,1,42.3,GP060095,00:04:43,Liliana Colman
20190201_SO11_E3,Mulloidichthys martinicus,2,40.58333333,GP060095,00:03:00,Liliana Colman
20190201_SO11_E3,Sparisoma choati,1,40.88333333,GP060095,00:03:18,Liliana Colman
20190201_SO11_E3,Mulloidichthys martinicus,3,41.05,GP060095,00:03:28,Liliana Colman
20190201_SO11_E3,Seriola rivoliana,1,43.71666667,GP060095,00:06:08,Liliana Colman
20190201_SO11_E3,Carangoides bartholomaei,2,63.86666667,GP080095,00:08:33,Liliana Colman
20190201_SO11_E3,NA2,1,67.46666667,GP090095,00:03:17,Liliana Colman
20180723_EE1C,Aluterus scriptus,1,28.35,GP010031,00:10:40,Liliana Colman
20180725_NE1D,Balistes punctatus,1,0,GOPR0021,00:11:50,Liliana Colman
20180725_NE1D,Thalassoma newtoni,2,0,GOPR0021,00:11:50,Liliana Colman
20180725_NE1D,Coris atlantica,1,0,GOPR0021,00:11:50,Liliana Colman
20180725_NE1D,Paranthias furcifer,16,0,GOPR0021,00:11:50,Liliana Colman
20180725_NE1D,Lethrinus atlanticus,1,0.333333333,GOPR0021,00:12:10,Liliana Colman
20180725_NE1D,Paranthias furcifer,50,0.333333333,GOPR0021,00:12:10,Liliana Colman
20180725_NE1D,Cephalopholis nigri,1,0.516666667,GOPR0021,00:12:21,Liliana Colman
20180725_NE1D,Sparisoma choati,2,0.583333333,GOPR0021,00:12:25,Liliana Colman
20180725_NE1D,Cephalopholis taeniops,1,2.166666667,GOPR0021,00:14:00,Liliana Colman
20180725_NE1D,Lethrinus atlanticus,2,2.633333333,GOPR0021,00:14:28,Liliana Colman
20180725_NE1D,NA1,1,3.65,GOPR0021,00:15:29,Liliana Colman
20180725_NE1D,NA2,1,3.883333333,GOPR0021,00:15:43,Liliana Colman
20180725_NE1D,NA3,1,5.083333333,GOPR0021,00:16:55,Liliana Colman
20180725_NE1D,Sparisoma choati,8,5.383333333,GOPR0021,00:17:13,Liliana Colman
20180725_NE1D,Mulloidichthys martinicus,1,17.8,GP010021,00:00:07,Liliana Colman
20180725_NE1D,Coris atlantica,3,19.13333333,GP010021,00:01:27,Liliana Colman
20180725_NE1D,Holocentrus adscensionis,1,20.71666667,GP010021,00:03:02,Liliana Colman
20180725_NE1D,Bodianus speciosus,1,21.43333333,GP010021,00:03:45,Liliana Colman
20180725_NE1D,Sparisoma choati,11,22.61666667,GP010021,00:04:56,Liliana Colman
20180725_NE1D,Lutjanus sp.,1,23.15,GP010021,00:05:28,Liliana Colman
20180725_NE1D,Cephalopholis taeniops,2,24.75,GP010021,00:07:04,Liliana Colman
20180725_NE1D,Paranthias furcifer,83,25.31666667,GP010021,00:07:38,Liliana Colman
